name,similar,desc,tags,num_eps,agg_review,1,2,3,4,5
natsu-no-arashi-,Occult Academy::Magical Girl Ore::Miss Kobayashi's Dragon Maid::Flying Witch,"
            At the old town's coffee shop, Yasaka - in a chance encounter - meets an older high school student, named Arashi. Just his luck, Yasaka finds out she is in fact a ghost, as the two take off on an unusual journey together! The events that transpired at the coffee house will kick off an unforgettable summer holiday with an amazing story that is guaranteed to captivate audiences of all types!~
          ",TV TOKYO::anime::comedy::fantasy::romance::supernatural::time travel::natsu no arashi::summer storm::crunchyroll natsu,26,4.5,30,5,46,147,462
natsume-yujin-cho,Natsume Yujin-cho 4::Tsuritama::Tsuredure Children::Gakuen Handsome,"
            Natsume Takashi has the ability to see spirits, which he has long kept secret. However, once he inherits a strange book that belonged to his deceased grandmother, Reiko, he discovers the reason why spirits surround him.
          ",TV TOKYO::drama::fantasy::shoujo::slice of life::comedy::natsume yuujinchou::natsume's book of friends::nyanko sensei::crunchyroll natsume yuujincho,39,5,24,7,58,349,4712
natsume-yujin-cho-4,Interviews With Monster Girls::Natsume Yujin-cho::Yamada-kun and the Seven Witches::Little Busters!,"
            Takashi Natsume has been able to see youkai, Japanese monsters, his whole life.  He inherited a book of youkai names from his grandmother, Reiko.  These names give their owner power over the youkai, so he and his self-proclaimed bodyguard ""Nyanko-sensei"" spend their days returning them to their original owners.  As Natsume finally finds a place where he feels welcome, he meets and says goodbye to new Youkai....
          ",ADK::fantasy::natsume yujin-cho shi::natsume yuujin chou shi::naynko sensei::natsume's book of friends::anime::slice of life::comedy::drama,14,5,1,1,2,23,356
natsume-yujin-cho-5,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Takashi Natsume is a boy who's been able to see youkai ever since he was a child. Ever since he inherited the ""Book of Friends"" from his grandmother Reiko, he and his self-proclaimed bodyguard Nyanko-sensei have spent their days returning names to the youkai who are bound by the book. As he meets the different youkai and people, he finds himself with many more things that he cares about. He wonders whether it's right to keep secrets to protect someone as little by little he works up the courage to build even more friendships.
          ",ADK,14,5,0,0,1,1,26
natsume-yujin-cho-6,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Precious days with kinds friends. A beautiful yet fleeting story about people and spirits. Natsume Takashi had been able to see yokai ever since he was young and inherited his grandmother Reiko’s Book of Friends. He spends his days with his self-proclaimed bodyguard Nyanko-sensei and freeing the yokai that were bound to the book. Natsume continues to find ways to protect the precious days where he tries to find which path to follow through his connections with spirits and those involved with them and being helped out by friends who share the same feelings.
          ",ADK,13,5,0,0,0,1,32
natsuyuki-rendezvous,Hanasakeru Seishonen::Mysterious Girlfriend X::BORUTO: NARUTO NEXT GENERATIONS::One Piece,"
            Ryosuke works part-time as a florist where he begins to fall for the owner, Rokka. Eight years ago, Rokka decided to give up on love but one day, due to circumstances, Ryosuke ends up in Rokka's apartment where he runs into a half-naked man. Having mixed emotions, he realizes that this man is her late husband's ghost. However, Rokka is unable to see him. Will Ryosuke be able to pursue his love despite the presence of her late husband?
          ",Fuji Creative Corporation::natsuyuki::natsuyuki rendezvous::jun fukuyama::romance::josei::supernatural::anime::yuya matsushita::drama,11,4,3,5,19,28,42
nazotokine,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Just solve the puzzles! 
 
Tokine Ami is the secretary of the CEO of the advertising agency TEN2. 
Today’s client is a representative from a famous anime company! 
Tokine was cleaning the meeting room in high spirits to get ready when... 
 
Suddenly the area got enveloped in light,and she couldn’t get out of the meeting room! 
On top of that something like a monster showed up and said it would only let her go if she solved some puzzles! 
 
Not really understanding what was going on, she decided to solve the puzzles first and think about it later!
          ",Yomiuri Telecasting Corporation (YTV),12,1.5,4,2,1,0,0
nekomonogatari-black,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            On his way to the bookstore, Koyomi Araragi encounters Tsubasa Hanekawa whose face is covered with a bandage. The incident allows Koyomi to learn what has been happening in the Hanekawa household, but Tsubasa begs him not to tell anyone about it, saying she’ll do anything to keep him quiet. Without revealing her family’s circumstances, Koyomi tells of the day’s incident - he and Tsubasa buried a “cat” that had been hit by a car- to Oshino. Oshino tells Koyomi that he must immediately go to confirm Hanekawa’s safety. He heads to her house, only to find...
          ",Aniplex of America,4,4,1,0,0,0,4
neo-angelique-abyss,As Miss Beelzebub Likes it.::The Morose Mononokean::Orenchi no Furo Jijo::Nurse Witch KOMUGI R,"
            The story takes place in a fictional world called Arcadia, where life-draining monsters called Thanatos plague the populace. The only ones who have the power to exterminate these creatures are Purifiers, but only a few exist. One day, Angelique, who is just a presumably normal girl attending school, is visited by Nyx, a rich gentlemen, as well as a Purifier, who created an organization comprised of Purifiers dedicated to eliminating Thanatos.
          ",TV TOKYO::romance::reverse harem::fantasy::shoujo::comedy::bishounen::angelique::neon angelique abyss::anime,26,4.5,43,24,121,334,2736
netsuzou-trap-ntr-,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            Yuma, a high school second-year, is enjoying every day now that she has her first boyfriend. After she asks for relationship advice from Hotaru, her beautiful long-time friend who has had many boyfriends, Hotaru teases her for her inexperience and playfully does things to her that even her boyfriend doesn't do. Yuma and Hotaru's secret relationship continues to escalate, and Yuma finds herself unable to deny how it makes her feel. This school drama tells the story of the interwoven lives of these two girls with boyfriends.
          ",DMM Corporation,12,3,23,6,6,10,20
new-game,My First Girlfriend is a Gal::A Sister's All You Need.::Saekano -How to Raise a Boring Girlfriend-::KARAKAI JOZU NO TAKAGI-SAN,"
            After graduating high school, Suzukaze Aoba joins Eagle Jump, the game company that developed Fairies Story, the game she obsessed over as a kid. 
 
On her first day as a working member of society, Aoba heads to work swaying in a packed, morning rush hour train. 
 
She manages to get to the office building all right but hesitates, wondering if it was really okay for her to take that last step and go inside. 
 
That's when a senior member of staff, Toyama Rin, shows up at work and safely leads Aoba inside the offices of Eagle Jump.
          ",Kadokawa Pictures Inc.::workplace drama::comedy::slice of life::romance::ecchi,24,4.5,2,6,9,39,106
night-on-the-galactic-railroad,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            What is true happiness? For Giovanni, the answer is as far away as the stars. Mired in hardship, the young kitten faces problems that should be unknown to someone his age. At school, his classmates mock and ridicule him, and after the bell rings, Giovanni toils at a job to earn enough money for bread. Then at home, he must take care of his mother. The sole bright spot is that of the Festival of Stars, where he hopes to run into Campanella, his only friend. When they finally meet up, however, it isn't while looking up at the stars, but rather traveling amongst them...
          ",Discotek Media,1,4,0,0,0,1,0
ninja-girl-samurai-master,Sound of the Sky::Hagane Orchestra::No Game No Life::Hanamaru Kindergarten,"
            The year is 1555, the middle of the Warring States period, and one young man holds on to a very big dream. That young man, known as an empty-headed fool, is none other than Oda Nobunaga. Enchanted by his dream, a certain young girl who admires Nobunaga swears that she will become his ninja one day. Nobunaga has one goal: to unify Japan by military might! Decorated by a colorful cast of characters, including the airheaded Kichou, the errand boy Hideyoshi, the tsundere Nene, the straight man Mitsuhide, and the half-dead Hanbei, this heavy-hitting wartime gag anime is about to begin!!
          ",TV TOKYO::comedy::adventure::historical::nobunaga no shinobi,79,4.5,0,0,0,4,10
ninja-nonsense,BORUTO: NARUTO NEXT GENERATIONS::One Piece::Sword Art Online::Fairy Tail,"
            It's Super Explosive Ninja Insanity! Take the comedy of South Park, combine it with one totally cute (and naive) ninja-girl trainee, a horde of ninjas under the perverse tutelage of her headmaster: a strange, yellow, spherically pudgy... creature... named Onsokumaru, and you get the craziest, most hilarious anime show ever invented!
          ",Nozomi Entertainment,24,4,0,0,0,3,0
nisekoi,I Can't Understand What My Husband Is Saying::KARAKAI JOZU NO TAKAGI-SAN::The Quintessential Quintuplets::GAMERS!,"
            Raku Ichijo is an average high school student.  He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promise… a secret promise with a girl he met.  They promised one another that they will “get married when they reunite.”  Since then, Raku never let go of the pendant the girl gave him.
          ",Aniplex of America::slice of life::comedy::romance::romantic comedy,33,4.5,12,14,27,60,167
nisemonogatari,"Bakemonogatari::Ghastly Prince Enma Burning Up::A Bridge to the Starry Skies - Hoshizora e Kakaru Hashi::We, Without Wings - under the innocent sky","
            In Bakemonogatari, the story centers on Koyomi Araragi, a third year high school student who has recently survived a vampire attack, and finds himself mixed up with all kinds of apparitions: gods, ghosts, myths, and spirits. However, in Nisemonogatari, we pick up right where we left off and follow Koyomi as the psychological twists delve deeper and deeper…
          ",Aniplex of America::comedy::mystery::ecchi::seinen::supernatural,13,4.5,15,9,19,52,444
no-game-no-life,Sound of the Sky::Hagane Orchestra::Ace Attorney::JOKER,"
            They are both NEETs and Hikikomoris… but on the internet, the genius gamer siblings Sora and Shiro are known as the undefeatable “__” (blank). Sora and Shiro’s talents and skills are so abnormally good they are considered as urban legend. One day a young boy Teto appears before them, claiming to be “One’s Lord”.
          ",Media Factory::adventure::imouto::comedy,12,4.5,10,15,23,90,612
no-6,Galaxy Express 999::Nobunagun::Children of Ether::Kemono Friends,"
            Sion is a bright teenager living a comfortable and promising life inside No. 6, one of this six remaining city-states created by The Babylon Treaty after the last great war devastated the world. On the rainy evening of his twelfth birthday, he meets a savvy adolescent who calls himself ""Nezumi"" (Rat) and is desperately trying to runaway from the authorities. For helping a fugitive of the state, Sion is stripped of all his privileges. Four years later, they meet once again. For better or for worse, Sion is about to unravel the secrets guarded deep inside No. 6. 
 
Source: ANN
          ",Aniplex of America::action::adventure::science fiction,11,4.5,18,12,61,198,1076
